date,hour,bin_id,zone,fill_percent,type
2024-10-01,12,BIN_004,Malviya Nagar,13.01,residential
2024-10-01,13,BIN_004,Malviya Nagar,14.85,residential
2024-10-01,14,BIN_004,Malviya Nagar,17.16,residential
2024-10-01,15,BIN_004,Malviya Nagar,20.33,residential
2024-10-01,16,BIN_004,Malviya Nagar,23.52,residential
2024-10-01,17,BIN_004,Malviya Nagar,27.4,residential
2024-10-01,18,BIN_004,Malviya Nagar,31.43,residential
2024-10-01,19,BIN_004,Malviya Nagar,36.12,residential
2024-10-01,20,BIN_004,Malviya Nagar,40.53,residential
2024-10-01,21,BIN_004,Malviya Nagar,45.59,residential
2024-10-01,22,BIN_004,Malviya Nagar,50.71,residential
2024-10-01,23,BIN_004,Malviya Nagar,55.55,residential
2024-10-01,0,BIN_005,Malviya Nagar,5.08,residential
2024-10-01,1,BIN_005,Malviya Nagar,5.18,residential
2024-10-01,2,BIN_005,Malviya Nagar,5.32,residential
2024-10-01,3,BIN_005,Malviya Nagar,5.5,residential
2024-10-01,4,BIN_005,Malviya Nagar,5.77,residential
2024-10-01,5,BIN_005,Malviya Nagar,6.11,residential
2024-10-01,6,BIN_005,Malviya Nagar,6.52,residential
2024-10-01,7,BIN_005,Malviya Nagar,7.03,residential
2024-10-01,8,BIN_005,Malviya Nagar,7.68,residential
2024-10-01,9,BIN_005,Malviya Nagar,8.63,residential
2024-10-01,10,BIN_005,Malviya Nagar,9.88,residential
2024-10-01,11,BIN_005,Malviya Nagar,11.34,residential
2024-10-01,12,BIN_005,Malviya Nagar,13.18,residential
2024-10-01,13,BIN_005,Malviya Nagar,15.16,residential
2024-10-01,14,BIN_005,Malviya Nagar,17.34,residential
2024-10-01,15,BIN_005,Malviya Nagar,20.03,residential
2024-10-01,16,BIN_005,Malviya Nagar,23.04,residential
2024-10-01,17,BIN_005,Malviya Nagar,26.4,residential
2024-10-01,18,BIN_005,Malviya Nagar,30.29,residential
2024-10-01,19,BIN_005,Malviya Nagar,33.93,residential
2024-10-01,20,BIN_005,Malviya Nagar,37.88,residential
2024-10-01,21,BIN_005,Malviya Nagar,42.59,residential
2024-10-01,22,BIN_005,Malviya Nagar,47.46,residential
2024-10-01,23,BIN_005,Malviya Nagar,51.53,residential
2024-10-01,0,BIN_006,Malviya Nagar,5.07,residential
2024-10-01,1,BIN_006,Malviya Nagar,5.17,residential
2024-10-01,2,BIN_006,Malviya Nagar,5.3,residential
2024-10-01,3,BIN_006,Malviya Nagar,5.46,residential
2024-10-01,4,BIN_006,Malviya Nagar,5.7,residential
2024-10-01,5,BIN_006,Malviya Nagar,6.05,residential
2024-10-01,6,BIN_006,Malviya Nagar,6.48,residential
2024-10-01,7,BIN_006,Malviya Nagar,7.05,residential
2024-10-01,8,BIN_006,Malviya Nagar,7.84,residential
2024-10-01,9,BIN_006,Malviya Nagar,8.82,residential
2024-10-01,10,BIN_006,Malviya Nagar,9.94,residential
2024-10-01,11,BIN_006,Malviya Nagar,11.17,residential
2024-10-01,12,BIN_006,Malviya Nagar,12.86,residential
2024-10-01,13,BIN_006,Malviya Nagar,15.15,residential
2024-10-01,14,BIN_006,Malviya Nagar,17.92,residential
2024-10-01,15,BIN_006,Malviya Nagar,21.18,residential
2024-10-01,16,BIN_006,Malviya Nagar,24.33,residential
2024-10-01,17,BIN_006,Malviya Nagar,28.15,residential
2024-10-01,18,BIN_006,Malviya Nagar,32.04,residential
2024-10-01,19,BIN_006,Malviya Nagar,36.26,residential
2024-10-01,20,BIN_006,Malviya Nagar,40.19,residential
2024-10-01,21,BIN_006,Malviya Nagar,44.27,residential
2024-10-01,22,BIN_006,Malviya Nagar,48.77,residential
2024-10-01,23,BIN_006,Malviya Nagar,52.79,residential
2024-10-01,0,BIN_007,Malviya Nagar,5.07,residential
2024-10-01,1,BIN_007,Malviya Nagar,5.17,residential
2024-10-01,2,BIN_007,Malviya Nagar,5.3,residential
2024-10-01,3,BIN_007,Malviya Nagar,5.46,residential
2024-10-01,4,BIN_007,Malviya Nagar,5.7,residential
2024-10-01,5,BIN_007,Malviya Nagar,5.98,residential
2024-10-01,6,BIN_007,Malviya Nagar,6.41,residential
2024-10-01,7,BIN_007,Malviya Nagar,6.88,residential
2024-10-01,8,BIN_007,Malviya Nagar,7.56,residential
2024-10-01,9,BIN_007,Malviya Nagar,8.49,residential
2024-10-01,10,BIN_007,Malviya Nagar,9.49,residential
2024-10-01,11,BIN_007,Malviya Nagar,10.99,residential
2024-10-01,12,BIN_007,Malviya Nagar,12.57,residential
2024-10-01,13,BIN_007,Malviya Nagar,14.68,residential
2024-10-01,14,BIN_007,Malviya Nagar,16.84,residential
2024-10-01,15,BIN_007,Malviya Nagar,19.61,residential
2024-10-01,16,BIN_007,Malviya Nagar,22.56,residential
2024-10-01,17,BIN_007,Malviya Nagar,25.93,residential
2024-10-01,18,BIN_007,Malviya Nagar,30.07,residential
2024-10-01,19,BIN_007,Malviya Nagar,34.01,residential
2024-10-01,20,BIN_007,Malviya Nagar,38.62,residential
2024-10-01,21,BIN_007,Malviya Nagar,43.52,residential
2024-10-01,22,BIN_007,Malviya Nagar,47.77,residential
2024-10-01,23,BIN_007,Malviya Nagar,51.86,residential
2024-10-01,0,BIN_008,Malviya Nagar,5.06,residential
2024-10-01,1,BIN_008,Malviya Nagar,5.16,residential
2024-10-01,2,BIN_008,Malviya Nagar,5.32,residential
2024-10-01,3,BIN_008,Malviya Nagar,5.49,residential
2024-10-01,4,BIN_008,Malviya Nagar,5.73,residential
2024-10-01,5,BIN_008,Malviya Nagar,6.08,residential
2024-10-01,6,BIN_008,Malviya Nagar,6.51,residential
2024-10-01,7,BIN_008,Malviya Nagar,7.1,residential
2024-10-01,8,BIN_008,Malviya Nagar,7.9,residential
2024-10-01,9,BIN_008,Malviya Nagar,8.73,residential
2024-10-01,10,BIN_008,Malviya Nagar,9.72,residential
2024-10-01,11,BIN_008,Malviya Nagar,11.02,residential
2024-10-01,12,BIN_008,Malviya Nagar,12.59,residential
2024-10-01,13,BIN_008,Malviya Nagar,14.83,residential
2024-10-01,14,BIN_008,Malviya Nagar,17.37,residential
2024-10-01,15,BIN_008,Malviya Nagar,20.0,residential
2024-10-01,16,BIN_008,Malviya Nagar,23.43,residential
2024-10-01,17,BIN_008,Malviya Nagar,27.26,residential
2024-10-01,18,BIN_008,Malviya Nagar,30.72,residential
2024-10-01,19,BIN_008,Malviya Nagar,34.94,residential
2024-10-01,20,BIN_008,Malviya Nagar,39.55,residential
2024-10-01,21,BIN_008,Malviya Nagar,43.49,residential
2024-10-01,22,BIN_008,Malviya Nagar,48.52,residential
2024-10-01,23,BIN_008,Malviya Nagar,53.85,residential
2024-10-01,0,BIN_009,Malviya Nagar,5.07,residential
2024-10-01,1,BIN_009,Malviya Nagar,5.15,residential
2024-10-01,2,BIN_009,Malviya Nagar,5.28,residential
2024-10-01,3,BIN_009,Malviya Nagar,5.46,residential
2024-10-01,4,BIN_009,Malviya Nagar,5.73,residential
2024-10-01,5,BIN_009,Malviya Nagar,6.04,residential
2024-10-01,6,BIN_009,Malviya Nagar,6.48,residential
2024-10-01,7,BIN_009,Malviya Nagar,6.96,residential
2024-10-01,8,BIN_009,Malviya Nagar,7.71,residential
2024-10-01,9,BIN_009,Malviya Nagar,8.65,residential
2024-10-01,10,BIN_009,Malviya Nagar,9.67,residential
2024-10-01,11,BIN_009,Malviya Nagar,11.24,residential
2024-10-01,12,BIN_009,Malviya Nagar,13.19,residential
2024-10-01,13,BIN_009,Malviya Nagar,15.39,residential
2024-10-01,14,BIN_009,Malviya Nagar,17.6,residential
2024-10-01,15,BIN_009,Malviya Nagar,20.89,residential
2024-10-01,16,BIN_009,Malviya Nagar,24.39,residential
2024-10-01,17,BIN_009,Malviya Nagar,27.78,residential
2024-10-01,18,BIN_009,Malviya Nagar,31.54,residential
2024-10-01,19,BIN_009,Malviya Nagar,35.47,residential
2024-10-01,20,BIN_009,Malviya Nagar,39.77,residential
2024-10-01,21,BIN_009,Malviya Nagar,44.01,residential
2024-10-01,22,BIN_009,Malviya Nagar,49.08,residential
2024-10-01,23,BIN_009,Malviya Nagar,54.22,residential
2024-10-01,0,BIN_010,Malviya Nagar,5.05,commercial
2024-10-01,1,BIN_010,Malviya Nagar,5.15,commercial
2024-10-01,2,BIN_010,Malviya Nagar,5.28,commercial
2024-10-01,3,BIN_010,Malviya Nagar,5.48,commercial
2024-10-01,4,BIN_010,Malviya Nagar,5.77,commercial
2024-10-01,5,BIN_010,Malviya Nagar,6.17,commercial
2024-10-01,6,BIN_010,Malviya Nagar,6.79,commercial
2024-10-01,7,BIN_010,Malviya Nagar,7.74,commercial
2024-10-01,8,BIN_010,Malviya Nagar,8.84,commercial
2024-10-01,9,BIN_010,Malviya Nagar,10.61,commercial
2024-10-01,10,BIN_010,Malviya Nagar,12.8,commercial
2024-10-01,11,BIN_010,Malviya Nagar,15.6,commercial
2024-10-01,12,BIN_010,Malviya Nagar,19.03,commercial
2024-10-01,13,BIN_010,Malviya Nagar,23.51,commercial
2024-10-01,14,BIN_010,Malviya Nagar,28.0,commercial
2024-10-01,15,BIN_010,Malviya Nagar,33.95,commercial
2024-10-01,16,BIN_010,Malviya Nagar,40.35,commercial
2024-10-01,17,BIN_010,Malviya Nagar,45.75,commercial
2024-10-01,18,BIN_010,Malviya Nagar,52.91,commercial
2024-10-01,19,BIN_010,Malviya Nagar,59.0,commercial
2024-10-01,20,BIN_010,Malviya Nagar,65.65,commercial
2024-10-01,21,BIN_010,Malviya Nagar,72.69,commercial
2024-10-01,22,BIN_010,Malviya Nagar,79.32,commercial
2024-10-01,23,BIN_010,Malviya Nagar,85.25,commercial
2024-10-01,0,BIN_011,Malviya Nagar,5.04,market
2024-10-01,1,BIN_011,Malviya Nagar,5.11,market
2024-10-01,2,BIN_011,Malviya Nagar,5.21,market
2024-10-01,3,BIN_011,Malviya Nagar,5.4,market
2024-10-01,4,BIN_011,Malviya Nagar,5.68,market
2024-10-01,5,BIN_011,Malviya Nagar,6.21,market
2024-10-01,6,BIN_011,Malviya Nagar,7.01,market
2024-10-01,7,BIN_011,Malviya Nagar,8.13,market
2024-10-01,8,BIN_011,Malviya Nagar,9.68,market
2024-10-01,9,BIN_011,Malviya Nagar,12.73,market
2024-10-01,10,BIN_011,Malviya Nagar,16.04,market
2024-10-01,11,BIN_011,Malviya Nagar,21.37,market
2024-10-01,12,BIN_011,Malviya Nagar,27.57,market
2024-10-01,13,BIN_011,Malviya Nagar,35.45,market
2024-10-01,14,BIN_011,Malviya Nagar,44.09,market
2024-10-01,15,BIN_011,Malviya Nagar,53.29,market
2024-10-01,16,BIN_011,Malviya Nagar,62.5,market
2024-10-01,17,BIN_011,Malviya Nagar,72.86,market
2024-10-01,18,BIN_011,Malviya Nagar,81.39,market
2024-10-01,19,BIN_011,Malviya Nagar,90.39,market
2024-10-01,20,BIN_011,Malviya Nagar,100.0,market
2024-10-01,21,BIN_011,Malviya Nagar,100.0,market
2024-10-01,22,BIN_011,Malviya Nagar,100.0,market
2024-10-01,23,BIN_011,Malviya Nagar,100.0,market
2024-10-01,0,BIN_012,Malviya Nagar,5.06,commercial
2024-10-01,1,BIN_012,Malviya Nagar,5.14,commercial
2024-10-01,2,BIN_012,Malviya Nagar,5.28,commercial
2024-10-01,3,BIN_012,Malviya Nagar,5.45,commercial
2024-10-01,4,BIN_012,Malviya Nagar,5.74,commercial
2024-10-01,5,BIN_012,Malviya Nagar,6.12,commercial
2024-10-01,6,BIN_012,Malviya Nagar,6.66,commercial
2024-10-01,7,BIN_012,Malviya Nagar,7.4,commercial
2024-10-01,8,BIN_012,Malviya Nagar,8.46,commercial
2024-10-01,9,BIN_012,Malviya Nagar,9.9,commercial
2024-10-01,10,BIN_012,Malviya Nagar,12.09,commercial
2024-10-01,11,BIN_012,Malviya Nagar,15.12,commercial
2024-10-01,12,BIN_012,Malviya Nagar,18.29,commercial
2024-10-01,13,BIN_012,Malviya Nagar,22.13,commercial
2024-10-01,14,BIN_012,Malviya Nagar,26.93,commercial
2024-10-01,15,BIN_012,Malviya Nagar,32.67,commercial
2024-10-01,16,BIN_012,Malviya Nagar,39.33,commercial
2024-10-01,17,BIN_012,Malviya Nagar,45.54,commercial
2024-10-01,18,BIN_012,Malviya Nagar,51.54,commercial
2024-10-01,19,BIN_012,Malviya Nagar,57.35,commercial
2024-10-01,20,BIN_012,Malviya Nagar,63.46,commercial
2024-10-01,21,BIN_012,Malviya Nagar,69.72,commercial
2024-10-01,22,BIN_012,Malviya Nagar,75.93,commercial
2024-10-01,23,BIN_012,Malviya Nagar,81.84,commercial
2024-10-01,0,BIN_013,Malviya Nagar,5.07,residential
2024-10-01,1,BIN_013,Malviya Nagar,5.17,residential
2024-10-01,2,BIN_013,Malviya Nagar,5.32,residential
2024-10-01,3,BIN_013,Malviya Nagar,5.5,residential
2024-10-01,4,BIN_013,Malviya Nagar,5.75,residential
2024-10-01,5,BIN_013,Malviya Nagar,6.03,residential
2024-10-01,6,BIN_013,Malviya Nagar,6.49,residential
2024-10-01,7,BIN_013,Malviya Nagar,7.04,residential
2024-10-01,8,BIN_013,Malviya Nagar,7.82,residential
2024-10-01,9,BIN_013,Malviya Nagar,8.76,residential
2024-10-01,10,BIN_013,Malviya Nagar,9.9,residential
2024-10-01,11,BIN_013,Malviya Nagar,11.32,residential
2024-10-01,12,BIN_013,Malviya Nagar,12.93,residential
2024-10-01,13,BIN_013,Malviya Nagar,14.77,residential
2024-10-01,14,BIN_013,Malviya Nagar,17.6,residential
2024-10-01,15,BIN_013,Malviya Nagar,20.45,residential
2024-10-01,16,BIN_013,Malviya Nagar,23.99,residential
2024-10-01,17,BIN_013,Malviya Nagar,27.44,residential
2024-10-01,18,BIN_013,Malviya Nagar,30.79,residential
2024-10-01,19,BIN_013,Malviya Nagar,35.04,residential
2024-10-01,20,BIN_013,Malviya Nagar,38.76,residential
2024-10-01,21,BIN_013,Malviya Nagar,42.74,residential
2024-10-01,22,BIN_013,Malviya Nagar,47.41,residential
2024-10-01,23,BIN_013,Malviya Nagar,51.82,residential
2024-10-01,0,BIN_014,Malviya Nagar,5.08,residential
2024-10-01,1,BIN_014,Malviya Nagar,5.17,residential
2024-10-01,2,BIN_014,Malviya Nagar,5.32,residential
2024-10-01,3,BIN_014,Malviya Nagar,5.5,residential
2024-10-01,4,BIN_014,Malviya Nagar,5.76,residential
2024-10-01,5,BIN_014,Malviya Nagar,6.05,residential
2024-10-01,6,BIN_014,Malviya Nagar,6.47,residential
2024-10-01,7,BIN_014,Malviya Nagar,7.0,residential
2024-10-01,8,BIN_014,Malviya Nagar,7.7,residential
2024-10-01,9,BIN_014,Malviya Nagar,8.71,residential
2024-10-01,10,BIN_014,Malviya Nagar,10.04,residential
2024-10-01,11,BIN_014,Malviya Nagar,11.4,residential
2024-10-01,12,BIN_014,Malviya Nagar,13.23,residential
2024-10-01,13,BIN_014,Malviya Nagar,15.43,residential
2024-10-01,14,BIN_014,Malviya Nagar,18.11,residential
2024-10-01,15,BIN_014,Malviya Nagar,21.37,residential
2024-10-01,16,BIN_014,Malviya Nagar,24.32,residential
2024-10-01,17,BIN_014,Malviya Nagar,27.56,residential
2024-10-01,18,BIN_014,Malviya Nagar,31.59,residential
2024-10-01,19,BIN_014,Malviya Nagar,35.26,residential
2024-10-01,20,BIN_014,Malviya Nagar,39.13,residential
2024-10-01,21,BIN_014,Malviya Nagar,43.01,residential
2024-10-01,22,BIN_014,Malviya Nagar,46.91,residential
2024-10-01,23,BIN_014,Malviya Nagar,51.53,residential
2024-10-01,0,BIN_015,Malviya Nagar,5.06,commercial
2024-10-01,1,BIN_015,Malviya Nagar,5.14,commercial
2024-10-01,2,BIN_015,Malviya Nagar,5.25,commercial
2024-10-01,3,BIN_015,Malviya Nagar,5.45,commercial
2024-10-01,4,BIN_015,Malviya Nagar,5.74,commercial
2024-10-01,5,BIN_015,Malviya Nagar,6.14,commercial
2024-10-01,6,BIN_015,Malviya Nagar,6.75,commercial
2024-10-01,7,BIN_015,Malviya Nagar,7.69,commercial
2024-10-01,8,BIN_015,Malviya Nagar,8.97,commercial
2024-10-01,9,BIN_015,Malviya Nagar,10.65,commercial
2024-10-01,10,BIN_015,Malviya Nagar,12.93,commercial
2024-10-01,11,BIN_015,Malviya Nagar,16.1,commercial
2024-10-01,12,BIN_015,Malviya Nagar,19.52,commercial
2024-10-01,13,BIN_015,Malviya Nagar,23.77,commercial
2024-10-01,14,BIN_015,Malviya Nagar,28.81,commercial
2024-10-01,15,BIN_015,Malviya Nagar,34.85,commercial
2024-10-01,16,BIN_015,Malviya Nagar,41.25,commercial
2024-10-01,17,BIN_015,Malviya Nagar,46.62,commercial
2024-10-01,18,BIN_015,Malviya Nagar,52.4,commercial
2024-10-01,19,BIN_015,Malviya Nagar,58.61,commercial
2024-10-01,20,BIN_015,Malviya Nagar,65.84,commercial
2024-10-01,21,BIN_015,Malviya Nagar,72.8,commercial
2024-10-01,22,BIN_015,Malviya Nagar,79.23,commercial
2024-10-01,23,BIN_015,Malviya Nagar,85.37,commercial
2024-10-01,0,BIN_016,Malviya Nagar,5.06,commercial
2024-10-01,1,BIN_016,Malviya Nagar,5.15,commercial
2024-10-01,2,BIN_016,Malviya Nagar,5.29,commercial
2024-10-01,3,BIN_016,Malviya Nagar,5.48,commercial
2024-10-01,4,BIN_016,Malviya Nagar,5.75,commercial
2024-10-01,5,BIN_016,Malviya Nagar,6.1,commercial
2024-10-01,6,BIN_016,Malviya Nagar,6.61,commercial
2024-10-01,7,BIN_016,Malviya Nagar,7.42,commercial
2024-10-01,8,BIN_016,Malviya Nagar,8.54,commercial
2024-10-01,9,BIN_016,Malviya Nagar,10.04,commercial
2024-10-01,10,BIN_016,Malviya Nagar,11.94,commercial
2024-10-01,11,BIN_016,Malviya Nagar,15.14,commercial
2024-10-01,12,BIN_016,Malviya Nagar,18.99,commercial
2024-10-01,13,BIN_016,Malviya Nagar,23.28,commercial
2024-10-01,14,BIN_016,Malviya Nagar,28.76,commercial
2024-10-01,15,BIN_016,Malviya Nagar,34.94,commercial
2024-10-01,16,BIN_016,Malviya Nagar,41.07,commercial
2024-10-01,17,BIN_016,Malviya Nagar,46.81,commercial
2024-10-01,18,BIN_016,Malviya Nagar,52.34,commercial
2024-10-01,19,BIN_016,Malviya Nagar,59.45,commercial
2024-10-01,20,BIN_016,Malviya Nagar,66.11,commercial
2024-10-01,21,BIN_016,Malviya Nagar,73.24,commercial
2024-10-01,22,BIN_016,Malviya Nagar,80.97,commercial
2024-10-01,23,BIN_016,Malviya Nagar,87.22,commercial
2024-10-01,0,BIN_017,Malviya Nagar,5.08,residential
2024-10-01,1,BIN_017,Malviya Nagar,5.18,residential
2024-10-01,2,BIN_017,Malviya Nagar,5.31,residential
2024-10-01,3,BIN_017,Malviya Nagar,5.47,residential
2024-10-01,4,BIN_017,Malviya Nagar,5.69,residential
2024-10-01,5,BIN_017,Malviya Nagar,5.99,residential
2024-10-01,6,BIN_017,Malviya Nagar,6.43,residential
2024-10-01,7,BIN_017,Malviya Nagar,7.03,residential
2024-10-01,8,BIN_017,Malviya Nagar,7.71,residential
2024-10-01,9,BIN_017,Malviya Nagar,8.67,residential
2024-10-01,10,BIN_017,Malviya Nagar,9.76,residential
2024-10-01,11,BIN_017,Malviya Nagar,11.39,residential
2024-10-01,12,BIN_017,Malviya Nagar,13.33,residential
2024-10-01,13,BIN_017,Malviya Nagar,15.49,residential
2024-10-01,14,BIN_017,Malviya Nagar,17.96,residential
2024-10-01,15,BIN_017,Malviya Nagar,20.67,residential
2024-10-01,16,BIN_017,Malviya Nagar,23.73,residential
2024-10-01,17,BIN_017,Malviya Nagar,27.78,residential
2024-10-01,18,BIN_017,Malviya Nagar,31.52,residential
2024-10-01,19,BIN_017,Malviya Nagar,35.62,residential
2024-10-01,20,BIN_017,Malviya Nagar,40.54,residential
2024-10-01,21,BIN_017,Malviya Nagar,45.21,residential
2024-10-01,22,BIN_017,Malviya Nagar,49.85,residential
2024-10-01,23,BIN_017,Malviya Nagar,54.41,residential
2024-10-01,0,BIN_018,Malviya Nagar,5.04,market
2024-10-01,1,BIN_018,Malviya Nagar,5.1,market
2024-10-01,2,BIN_018,Malviya Nagar,5.22,market
2024-10-01,3,BIN_018,Malviya Nagar,5.41,market
2024-10-01,4,BIN_018,Malviya Nagar,5.72,market
2024-10-01,5,BIN_018,Malviya Nagar,6.15,market
2024-10-01,6,BIN_018,Malviya Nagar,6.92,market
2024-10-01,7,BIN_018,Malviya Nagar,8.27,market
2024-10-01,8,BIN_018,Malviya Nagar,10.06,market
2024-10-01,9,BIN_018,Malviya Nagar,12.91,market
2024-10-01,10,BIN_018,Malviya Nagar,16.26,market
2024-10-01,11,BIN_018,Malviya Nagar,21.96,market
2024-10-01,12,BIN_018,Malviya Nagar,28.39,market
2024-10-01,13,BIN_018,Malviya Nagar,35.13,market
2024-10-01,14,BIN_018,Malviya Nagar,42.47,market
2024-10-01,15,BIN_018,Malviya Nagar,51.41,market
2024-10-01,16,BIN_018,Malviya Nagar,60.8,market
2024-10-01,17,BIN_018,Malviya Nagar,69.16,market
2024-10-01,18,BIN_018,Malviya Nagar,80.3,market
2024-10-01,19,BIN_018,Malviya Nagar,91.34,market
2024-10-01,20,BIN_018,Malviya Nagar,100.0,market
2024-10-01,21,BIN_018,Malviya Nagar,100.0,market
2024-10-01,22,BIN_018,Malviya Nagar,100.0,market
2024-10-01,23,BIN_018,Malviya Nagar,100.0,market
2024-10-01,0,BIN_019,Malviya Nagar,5.08,residential
2024-10-01,1,BIN_019,Malviya Nagar,5.18,residential
2024-10-01,2,BIN_019,Malviya Nagar,5.3,residential
2024-10-01,3,BIN_019,Malviya Nagar,5.5,residential
2024-10-01,4,BIN_019,Malviya Nagar,5.77,residential
2024-10-01,5,BIN_019,Malviya Nagar,6.06,residential
2024-10-01,6,BIN_019,Malviya Nagar,6.48,residential
2024-10-01,7,BIN_019,Malviya Nagar,7.01,residential
2024-10-01,8,BIN_019,Malviya Nagar,7.81,residential
2024-10-01,9,BIN_019,Malviya Nagar,8.72,residential
2024-10-01,10,BIN_019,Malviya Nagar,10.01,residential
2024-10-01,11,BIN_019,Malviya Nagar,11.61,residential
2024-10-01,12,BIN_019,Malviya Nagar,13.27,residential
2024-10-01,13,BIN_019,Malviya Nagar,15.58,residential
2024-10-01,14,BIN_019,Malviya Nagar,18.02,residential
2024-10-01,15,BIN_019,Malviya Nagar,21.26,residential
